"days","degdays","subj","taxon","counts","fracBySubjDay"
0,0,"A5","Chromulinales",4,0.00114744693057946
0,0,"A5","Coccidia",18,0.00516351118760757
0,0,"A5","Coleoptera",0,0
0,0,"A5","Collembola",0,0
0,0,"A5","Conthreep",181,0.0519219736087206
0,0,"A5","Diptera",24,0.00688468158347676
0,0,"A5","Eurotiales",24,0.00688468158347676
0,0,"A5","Eustigmatales",0,0
0,0,"A5","Fabales",19,0.00545037292025244
0,0,"A5","Filobasidiales",24,0.00688468158347676
0,0,"A5","Gregarinasina",0,0
0,0,"A5","Liliopsida",113,0.0324153757888698
0,0,"A5","Litostomatea",638,0.183017785427424
0,0,"A5","Malasseziales",0,0
0,0,"A5","Metakinetoplastina",2,0.00057372346528973
0,0,"A5","Mucorales",20,0.0057372346528973
0,0,"A5","Peronosporomycetes",12,0.00344234079173838
0,0,"A5","Pleosporales",3,0.000860585197934596
0,0,"A5","Ranunculales",0,0
0,0,"A5","Rare",155,0.0444635685599541
0,0,"A5","Rhabditida",1296,0.371772805507745
0,0,"A5","Saccharomycetales",867,0.248709122203098
0,0,"A5","Spirotrichea",5,0.00143430866322433
0,0,"A5","Sporidiobolales",1,0.000286861732644865
0,0,"A5","Taphrinales",0,0
0,0,"A5","Tremellales",2,0.00057372346528973
0,0,"A5","Trichosporonales",74,0.02122776821572
0,0,"A5","Ustilaginales",0,0
0,0,"A6","Acari",0,0
0,0,"A6","Ascaridida",3,0.000679347826086957
0,0,"A6","Capnodiales",19,0.00430253623188406
0,0,"A6","Chromulinales",17,0.00384963768115942
0,0,"A6","Coccidia",13,0.00294384057971014
0,0,"A6","Coleoptera",0,0
0,0,"A6","Collembola",0,0
0,0,"A6","Conthreep",48,0.0108695652173913
0,0,"A6","Diptera",171,0.0387228260869565
0,0,"A6","Eurotiales",46,0.0104166666666667
0,0,"A6","Eustigmatales",13,0.00294384057971014
0,0,"A6","Fabales",30,0.00679347826086957
0,0,"A6","Filobasidiales",34,0.00769927536231884
0,0,"A6","Gregarinasina",1,0.000226449275362319
0,0,"A6","Liliopsida",128,0.0289855072463768
0,0,"A6","Litostomatea",123,0.0278532608695652
0,0,"A6","Malasseziales",1,0.000226449275362319
0,0,"A6","Metakinetoplastina",7,0.00158514492753623
0,0,"A6","Mucorales",35,0.00792572463768116
0,0,"A6","Peronosporomycetes",1,0.000226449275362319
0,0,"A6","Pleosporales",2,0.000452898550724638
0,0,"A6","Ranunculales",0,0
0,0,"A6","Rare",46,0.0104166666666667
0,0,"A6","Rhabditida",2495,0.564990942028985
0,0,"A6","Saccharomycetales",1085,0.245697463768116
0,0,"A6","Spirotrichea",7,0.00158514492753623
0,0,"A6","Sporidiobolales",2,0.000452898550724638
0,0,"A6","Taphrinales",0,0
0,0,"A6","Tremellales",0,0
0,0,"A6","Trichosporonales",89,0.0201539855072464
0,0,"A6","Ustilaginales",0,0
1,27,"A1","Acari",3,0.000226090888537192
1,27,"A1","Ascaridida",25,0.00188409073780993
1,27,"A1","Capnodiales",67,0.00504936317733062
1,27,"A1","Chromulinales",0,0
1,27,"A1","Coccidia",10,0.000753636295123973
1,27,"A1","Coleoptera",1,7.53636295123973e-05
1,27,"A1","Collembola",0,0
1,27,"A1","Conthreep",180,0.0135654533122315
1,27,"A1","Diptera",290,0.0218554525585952
1,27,"A1","Eurotiales",1453,0.109503353681513
1,27,"A1","Eustigmatales",0,0
1,27,"A1","Fabales",8,0.000602909036099179
1,27,"A1","Filobasidiales",330,0.0248699977390911
1,27,"A1","Gregarinasina",0,0
1,27,"A1","Liliopsida",175,0.0131886351646695
1,27,"A1","Litostomatea",2656,0.200165799984927
1,27,"A1","Malasseziales",49,0.00369281784610747
1,27,"A1","Metakinetoplastina",0,0
1,27,"A1","Mucorales",855,0.0644359032330997
1,27,"A1","Peronosporomycetes",0,0
1,27,"A1","Pleosporales",192,0.0144698168663803
1,27,"A1","Ranunculales",0,0
1,27,"A1","Rare",422,0.0318034516542317
1,27,"A1","Rhabditida",2417,0.182153892531464
1,27,"A1","Saccharomycetales",2364,0.178159620167307
1,27,"A1","Spirotrichea",0,0
1,27,"A1","Sporidiobolales",70,0.00527545406586781
1,27,"A1","Taphrinales",18,0.00135654533122315
1,27,"A1","Tremellales",46,0.00346672695757028
1,27,"A1","Trichosporonales",1638,0.123445625141307
1,27,"A1","Ustilaginales",0,0
1,27,"A2","Acari",0,0
1,27,"A2","Ascaridida",7,0.000485470559678202
1,27,"A2","Capnodiales",64,0.00443858797420071
1,27,"A2","Chromulinales",3,0.000208058811290658
1,27,"A2","Coccidia",9,0.000624176433871975
1,27,"A2","Coleoptera",2,0.000138705874193772
1,27,"A2","Collembola",0,0
1,27,"A2","Conthreep",104,0.00721270545807615
1,27,"A2","Diptera",1763,0.12226922810181
1,27,"A2","Eurotiales",575,0.0398779388307095
1,27,"A2","Eustigmatales",0,0
1,27,"A2","Fabales",1,6.9352937096886e-05
1,27,"A2","Filobasidiales",405,0.0280879395242389
1,27,"A2","Gregarinasina",0,0
1,27,"A2","Liliopsida",110,0.00762882308065747
1,27,"A2","Litostomatea",906,0.0628337610097788
1,27,"A2","Malasseziales",6,0.000416117622581316
1,27,"A2","Metakinetoplastina",16,0.00110964699355018
1,27,"A2","Mucorales",473,0.0328039392468271
1,27,"A2","Peronosporomycetes",5,0.00034676468548443
1,27,"A2","Pleosporales",199,0.0138012344822803
1,27,"A2","Ranunculales",0,0
1,27,"A2","Rare",318,0.0220542339968097
1,27,"A2","Rhabditida",5126,0.355503155558638
1,27,"A2","Saccharomycetales",2451,0.169984048824468
1,27,"A2","Spirotrichea",9,0.000624176433871975
1,27,"A2","Sporidiobolales",63,0.00436923503710382
1,27,"A2","Taphrinales",1,6.9352937096886e-05
1,27,"A2","Tremellales",38,0.00263541160968167
1,27,"A2","Trichosporonales",1763,0.12226922810181
1,27,"A2","Ustilaginales",2,0.000138705874193772
1,27,"A3","Acari",2,0.000177935943060498
1,27,"A3","Ascaridida",0,0
1,27,"A3","Capnodiales",94,0.00836298932384342
1,27,"A3","Chromulinales",1,8.89679715302491e-05
1,27,"A3","Coccidia",68,0.00604982206405694
1,27,"A3","Coleoptera",3,0.000266903914590747
1,27,"A3","Collembola",0,0
1,27,"A3","Conthreep",5,0.000444839857651246
1,27,"A3","Diptera",670,0.0596085409252669
1,27,"A3","Eurotiales",1288,0.114590747330961
1,27,"A3","Eustigmatales",0,0
1,27,"A3","Fabales",107,0.00951957295373665
1,27,"A3","Filobasidiales",388,0.0345195729537367
1,27,"A3","Gregarinasina",0,0
1,27,"A3","Liliopsida",349,0.0310498220640569
1,27,"A3","Litostomatea",2082,0.185231316725979
1,27,"A3","Malasseziales",0,0
1,27,"A3","Metakinetoplastina",0,0
1,27,"A3","Mucorales",517,0.0459964412811388
1,27,"A3","Peronosporomycetes",167,0.0148576512455516
1,27,"A3","Pleosporales",539,0.0479537366548043
1,27,"A3","Ranunculales",0,0
1,27,"A3","Rare",346,0.0307829181494662
1,27,"A3","Rhabditida",1249,0.111120996441281
1,27,"A3","Saccharomycetales",2027,0.180338078291815
1,27,"A3","Spirotrichea",98,0.00871886120996441
1,27,"A3","Sporidiobolales",51,0.0045373665480427
1,27,"A3","Taphrinales",0,0
1,27,"A3","Tremellales",66,0.00587188612099644
1,27,"A3","Trichosporonales",1123,0.0999110320284698
1,27,"A3","Ustilaginales",0,0
1,27,"A4","Acari",0,0
1,27,"A4","Ascaridida",0,0
1,27,"A4","Capnodiales",62,0.021505376344086
1,27,"A4","Chromulinales",0,0
1,27,"A4","Coccidia",0,0
1,27,"A4","Coleoptera",6,0.00208116545265349
1,27,"A4","Collembola",1,0.000346860908775581
1,27,"A4","Conthreep",19,0.00659035726673604
1,27,"A4","Diptera",4,0.00138744363510232
1,27,"A4","Eurotiales",204,0.0707596253902185
1,27,"A4","Eustigmatales",0,0
1,27,"A4","Fabales",19,0.00659035726673604
1,27,"A4","Filobasidiales",210,0.072840790842872
1,27,"A4","Gregarinasina",0,0
1,27,"A4","Liliopsida",128,0.0443981963232744
1,27,"A4","Litostomatea",43,0.01491501907735
1,27,"A4","Malasseziales",1,0.000346860908775581
1,27,"A4","Metakinetoplastina",0,0
1,27,"A4","Mucorales",87,0.0301768990634755
1,27,"A4","Peronosporomycetes",0,0
1,27,"A4","Pleosporales",270,0.0936524453694069
1,27,"A4","Ranunculales",0,0
1,27,"A4","Rare",83,0.0287894554283733
1,27,"A4","Rhabditida",39,0.0135275754422477
1,27,"A4","Saccharomycetales",896,0.310787374262921
1,27,"A4","Spirotrichea",0,0
1,27,"A4","Sporidiobolales",31,0.010752688172043
1,27,"A4","Taphrinales",0,0
1,27,"A4","Tremellales",37,0.0128338536246965
1,27,"A4","Trichosporonales",743,0.257717655220257
1,27,"A4","Ustilaginales",0,0
1,27,"A5","Acari",1,8.43525938422607e-05
1,27,"A5","Ascaridida",6,0.000506115563053564
1,27,"A5","Capnodiales",133,0.0112188949810207
1,27,"A5","Chromulinales",11,0.000927878532264867
1,27,"A5","Coccidia",29,0.00244622522142556
1,27,"A5","Coleoptera",4,0.000337410375369043
1,27,"A5","Collembola",0,0
1,27,"A5","Conthreep",277,0.0233656684943062
1,27,"A5","Diptera",699,0.0589624630957402
1,27,"A5","Eurotiales",863,0.0727962884858709
1,27,"A5","Eustigmatales",0,0
1,27,"A5","Fabales",4,0.000337410375369043
1,27,"A5","Filobasidiales",478,0.0403205398566006
